,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
96,zFrocs,"✨ - Metadinha: @daviclouds ✨
💗 - Best: @teteus22uk, @xanarqui
🕹 - Faço lives no YouTube ↓",Usa o código zfrocs! #ad,296,173,4004,1,"🛒 #Fortnite Loja de Itens | sexta-feira, 19 de março de 2021

💗 Use código 'iannzits' se quiser me apoiar! #ad https://t.co/fUl5oIhhTH","['Fortnite', 'ad']"
97,tenhofimosekk,Adoro muffins 🧁 • Posto memes 🐧 • Good Vibes 🌈 • Gosto de novas amizades 💞  • Chorro™ 🦌  •  NÃO sou fofo 😡 | Código de Apoiador: SouOFinn #ad ✨,Em galáxias distantes 🌌,518,1246,22476,0,"Se for comprar o Copo Gladiador ou qualquer coisa na loja, me ajude apoiando na loja.

Code ""SouOFinn"" #ad 

Beijinhos 😗✨ https://t.co/Nok7BzWwM7",['ad']
98,pitxxyt,"-  Valorant Player. Free Agent Main Cypher
-  ex @furnacesports @styX_GG 🇧🇷 @2KILLGAMING 
-  Editor https://t.co/HV5V10hSrz contato :
guustavo_campos1996@hotmail.com","São Paulo, Brasil",543,258,1352,0,APOIA O PAI QUE É SUCESSO #AD PITXXYT NA LOJA ! https://t.co/fgImUjfHAE,['AD']
99,CamillaChiaro,instagram: camilla.chiaro 🤍🦋,no coração dele,766,2091,36282,1,"Olha esse ALL BLACK da loja @lcoisalinda 🖤 Acima de R$300 em compras tem frete grátis pra todo o Brasil 📦💗
.
.
#lojaonline #lookfeminino #lojafeminina #lookstyle #allblack #tbt #ad #lookdodia #riodejaneiro #lojaonline https://t.co/JdCqRS6Gl1",['lojaonline']
100,iannzits,"🇧🇷 l code: IANNZITS #ad l Notícias e vazamentos em Português do Fortnite BR & STW l 

⭐ Cosméticos/Tarefas da Temporada 6 em pt-BR no link da bio!",,199,93199,11383,1,"🛒 #Fortnite Loja de Itens | sexta-feira, 19 de março de 2021

💗 Use código 'iannzits' se quiser me apoiar! #ad https://t.co/fUl5oIhhTH","['Fortnite', 'ad']"
101,QGemillyA,"📲| Perfil responsável por toda divulgação da apresentadora, influencer e ex-bbb ( @emillyaraujoof ).",,1096,1477,2899,10,#publi: Vão lá enaltecer e engajar o publi internacional de Emilly Araújo para a  @ClubLLondon https://t.co/HuyT2710op https://t.co/7AUUtaQkTT,['publi']
102,AbreuHERE,"16 🇧🇷 🏆 @FNCompetitive F/A 

🐐 CODE: abreuhere #AD





🔥 - https://t.co/97SgnS7P10","São Bernardo do Campo, SP",732,1398,15076,0,"CODE: abreuhere #ad 

SEGUINDO TODOS E DANDO RT! https://t.co/Nm9XV0Igxm",['ad']
103,Marcita_um,"O que Habita no escondetijo do Altíssimo e descansa a sombra do Onipontente, Digo ao Senhor: Meu Refúgio 🙏
Tia chata do zap. #Bolsonaro2022
#partiuCCORE",Estados Unidos,4634,4523,57822,84,"DEIXE DE SER UM JUMENTO: CONHEÇA A SOCIEDADE DO LIVRO BRASIL PARALELO, SÓ 19 MENSAIS! LINQUE ABAIXO 👇

https://t.co/VcT3OJJR6g

#PUBLI #AD #CHUPAAMBEV https://t.co/HdZRyPNpue",[]
104,1guisus,14 | streamer for @twitchBR | F/A,São Paulo - SP,220,71,813,0,code: guisus. #ad https://t.co/NhDzSrJbIm,['ad']
105,rulienzo,Streamer | CA/OA | CODIGO: RULO #ad | https://t.co/Bcsbjo7V5Q,San lorenzo❤️💙,578,2935,25277,0,code rulo #ad https://t.co/VoMeDc0C7h,['ad']
106,TeamBlackoutz,Central oficial de informações do @blxckoutz | Perfil moderado pela equipe 👊🏻🔥,use code: blackoutz ,8,7724,762,2,"Code Blackoutz #ad até pra tu, Brutus 🗡🍌 https://t.co/0wtoesIwdO",['ad']
107,CaioVenancio19,"""Dreams don’t work unless you do""
✦ Manager Free Agent / @LaetuScrims
✦ Business: caiovenanciocommercial@gmail.com
✦ 🇧🇷 🇺🇸 🇪🇸","São Paulo, Brasil",428,3292,13857,0,Sigo TODOS que usam CODE Caiovenancio19 #AD 🔥 https://t.co/IBscDe7LkV,['AD']
108,bananitaFN,14y - Fortnite player for ???,code fazer7 #ad,257,937,7534,0,CODE FAZER7 #ad https://t.co/ZorsfrNWf6,['ad']
109,Gughost7,"As vezes mando uns vídeos no YouTube 
e vez enquando eventos na Twitch 
quando vc usa meu código de apoiador você ajuda no meu trabalho, obg
CODE GUGHOST #ad",,233,663,24290,0,"Boa noite 
Code GUGHOST #ad
👉👈 https://t.co/1jO9cquC73",['ad']
110,kevetro,"➔ PARTNER: @ExitLag  
➔ @FNcompetitive for @vandalsofc
➔  Use Code: Kevetro #ad 18y","Curitiba,PR",393,847,518,0,@FortniteGame use code: kevetro #ad ajuda muito &lt;3,['ad']
111,nottebaa,Bem sucedido,eba,660,126,2718,2,"Loja nova!

USA O MEU CODE NESSA POHA CARALHO👻👻

oque? não!😧 me desculpa🙏 usa o meu code por favor🥺

Code: madrev #ad https://t.co/EkF2TOGy7c",['ad']
112,stoompaym2,"15 | Competitive Fortnite Player 🇧🇷 | Free Agent | use code twitch-stoompaym #ad 
https://t.co/m8STQfsi6Z",code: twitch-stoompaym #ad,618,262,3328,0,"code: twitch-stoompaym #ad

USA MEU CODE AE, FALTA MUITO POUCO PRA EU RETIRAR ❤️
https://t.co/DYkPCTkEc0",['ad']
113,DTGOKU,"🔥Novidades, vazamentos loja diária+alertas de v-bucks. 
Tudo sobre Fortnite BR e STW


Apoie na loja Code: DTGOKU

obrigado de ❤️ a todo mundo que me apoia.",Na selva do fortnite,43,520,4331,0,"🛒 Loja de Itens 18/02
⚡⚡Code DTGOKU #ad
Agradeço muito a todo mundo que me apoia!
Se for me apoiar, fez um vídeo e me marca aqui
Que eu vou agradecer a todos ❤️🔥

 #Fortnite 
  #leaks
    #lojadeitens5
#loja
#temporada6@ https://t.co/bOhIXsKziU","['ad', 'Fortnite', 'leaks', 'lojadeitens5', 'loja', 'temporada6']"
114,twitchBronkz,"🇧🇷Content Creator 

My channel: https://t.co/GTwvIywAd7 

(1k500 subs)

Use code BRONKS2","Guarujá, Brasil",1745,2512,17544,0,SE NAO APOIA NINGUEM FAMILIA DA ESSA FORCA USE O CODE BRONKS2 VAI ME AJUDAR DEMAIS 👊💚#AD https://t.co/fnW40B8ACP,['AD']
115,FortNews_FNBR,"Fortnite vazamentos ⚠️ 
Loja de itens 🛍️
Concepts 👥
Código:yarleybr


#Ad #EpicPartner",use CODE yarleybr #AD,70,1077,1618,0,"Loja de hoje 18.03.21 🛍️

Considere usar meu código yarleybr na loja de itens #ad💖 https://t.co/TaJxTstlqQ",['ad']
116,AlfsetBR,"Streamer e criador de conteúdo.
Aqui, somente opiniões minhas.
#EpicPartner","Rio de Janeiro, Brasil",1827,1005,7815,0,"Essa banana ta sensacional, mlk hjauhauahuahauha
code ""Alfset"" #ad https://t.co/BUuPuilAfz",['ad']
117,ChumeFN,Aqui você vai encontrar a Loja do Dia e Notícias mais recentes de Fortnite!  Minha conta principal: @ChumeMK #TeamShadow - Use o código ChumeMK na Loja #Ad :D,Bosque Lamurioso,192,1735,8339,0,"Loja de Hoje!

ENBANANADO GLADIADOR KKKK

Se você quiser me apoiar, meu code é ""ChumeMK""! :D 
#Ad https://t.co/sbGMlLpNfx",['Ad']
118,sirenartas,fala mais que a boca • joga uns treco aí • cosplayer por empolgação • surta fácil por bichinho • louca dos mares • mãe da Fifi 🪴CODE: sirenartas #ad,,182,1275,28014,0,"A skin do Bananinha Gladiador ta incrível vei!! 🤩🤩

code: sirenartas 🪴#ad",['ad']
119,daisufn,Novidades e Vazamentos de Fortnite BR  | Code: Daisu #Ad,"Code “Daisu""",409,3665,10511,0,"🛒Loja de Itens 19/03
🌟Code Daisu #ad

 Caso me apoie em alguma compra e esteja afim, poste uma print me marcando aqui pra eu dar um RT. ❤ https://t.co/7tG9yFeJkg",['ad']
120,douro_t,Valorant Player For:@?🍌🍌I Focado no Valorant I F/A Contado dm I 14Y 🗿I contato: pedro.rodverardi@gmail.com I,Porto Alegre RS,480,38,857,130,code lucario #ad https://t.co/R5t5jVwO4C,['ad']
121,cuquinhas_,eu faço vídeo pro youtube // code cucas_,,124,355,928,0,"ué não ia vir a mina lá 

Mas blz, usa o código cucas_ se quiser me apoiar 

Vídeo novo saindo daqui uns minutos 
#ad https://t.co/mDDyVYrykF",['ad']
122,JuAllenMaximoff,"Fan Account | (Ela/Dela) DC, Marvel, Star Wars, Dragon Ball, HP, PJO, etc 
#SnyderCut #TheFalconAndTheWinterSoldier",,800,559,10138,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
123,NickDrawn_,"│🖌Um Desenhista🎨│Fanboy da Nintendo│ Faço Banners 🖼│ jogador de ✨Pokémon✨, Valorant, Fortnite │ /16 anos / │",Ribeirão Preto,564,133,2032,0,"🛍️Bananão guerreiro romano na loja

🛒Loja do dia 18 de março de 2021

Usem meu o código NickDrawn na loja se for comprar algo na loja, quem comprar posta um video e me marca pra eu ficar feliz  #Ad #Fortnite #FortniteSeason6 https://t.co/rtKptBHEIx","['Ad', 'Fortnite', 'FortniteSeason6']"
124,amadofps,,,260,55,355,0,code AMADO #ad https://t.co/UcDWdRTQGq,['ad']
125,tossiIva,7200$ | 1x tournament winner | top 5 grand finals | F/A,Use Code Tossilva #ad,391,1325,5779,0,Code Tossilva #ad https://t.co/xQm5bPvqYa,['ad']
126,lagadofps,,,279,136,4120,1,"code mxtrixx #ad

ajuda eu mano na moral https://t.co/nsQd244Hdu",['ad']
127,othavinho,não gostou faz um bo,Santa Maria ,75,63,99,0,"Tô olhando screm pela 5ª vez, agora com a minha madrinha 
#Influencer",['Influencer']
128,matrixxfps,"content creator for @wrongclan
use code mxtrixx #ad

Pessimismo leva à fraqueza, otimismo ao poder.",na casa do caralho,586,1390,14244,1,"code mxtrixx #ad

ajuda eu mano na moral https://t.co/nsQd244Hdu",['ad']
129,Miltonneves,"Jornalista e apresentador do Grupo Bandeirantes, blogueiro do UOL e publisher do Portal Terceiro Tempo",,8969,2145256,346124,1,"Tudo tem hora, e a hora é agora...  Aproveite os valores imperdíveis e adquira seu lote no loteamento Jardim Carmen, fase 03, em Monte Belo - MG! Saiba mais em: (35) 3573-2006. #publi https://t.co/yckLiarVgk",['publi']
130,oimaddu,"Shout out to the old me
                                       And everything you showed me
                         Had to fuck it up before I got to know me",cú do mundo,821,312,16179,32,"Meu momento #MeGostoSemDesculpa, onde me desligo de tudo para ter um tempo só meu. 

Aquele momento do dia onde a única coisa que importa é combinar @eqlibrioficial com um cafézinho! #publicidade https://t.co/z5prINwGyA",['MeGostoSemDesculpa']
131,MADREV_,"18y


🗽🗼🦙🐫🇬🇧

https://t.co/bvNMNqV74Z

https://t.co/ZT9l71hgeZ","brasil, jundiai sp",295,1927,10868,2,"Loja nova!

USA O MEU CODE NESSA POHA CARALHO👻👻

oque? não!😧 me desculpa🙏 usa o meu code por favor🥺

Code: madrev #ad https://t.co/EkF2TOGy7c",['ad']
132,its_batatao,"ela/ele✨ qualquer pronome 🌈


tenho tesão em pobres😍🔥🥵
Ig: itsbatatafrita",inferno🔥,1418,492,68853,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
133,MrsCalabasas,ᔕƬᗩϒ ᔕƬᖇ〇ᘉǤ ✨ Ƭ¡ทy ૯ℓ૯ρђαทƬ * fan account *,,1016,1838,29775,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
134,StelsisTwo,"Conta Principal/Ademira Suprema: @HyperStelsis |
Só posto aleatório |",,38,44,106,10,"Galera me apoiem na loja ou em qualquer lugar na Epic Games, isso me ajuda muito, eu agradeço a todos que me apoiarem! Code: Xiuwiu #ad 
😊💛❤️",[]
135,fcelanadara,"""o escuro dos teus olhos, combina com minha confusão"" {fan account - ela-a}",mobi and calil,825,995,28160,0,só faltou o #publi,['publi']
136,senhoritachew,"Foi meu eu lírico, ele está ligado no BBB 24 por dia",,964,260,22926,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
137,isitmanuel,26. Boyceta,"Belém, Pará",234,410,30227,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
138,StelsisP,Fã da Stelsis,,6,9,166,10,"Galera me apoiem na loja ou em qualquer lugar na Epic Games, isso me ajuda muito, eu agradeço a todos que me apoiarem! Code: Xiuwiu #ad 
😊💛❤️",[]
139,StelsisN,Da Nasa / Fã da Stelsis,,5,6,220,10,"Galera me apoiem na loja ou em qualquer lugar na Epic Games, isso me ajuda muito, eu agradeço a todos que me apoiarem! Code: Xiuwiu #ad 
😊💛❤️",[]
140,_cinemascope,desde 2011 capinando esse mato,,541,5330,9284,0,"Qual foi a história do cinema que te contaram? Ela inclui as pioneiras desse meio?

A @Tha_Lourenco fez uma reflexão sobre o tema e ainda incluiu uma seleção de obras pra você conhecer lá no streaming do @telecine.

Bora ampliar os horizontes? 

*Publi #ad
https://t.co/Eaqw80SFHV",['ad']
141,StelsisA,Fã da Stelsis | Moro na Antartida kkk,,8,8,256,10,"Galera me apoiem na loja ou em qualquer lugar na Epic Games, isso me ajuda muito, eu agradeço a todos que me apoiarem! Code: Xiuwiu #ad 
😊💛❤️",[]
142,Stelsinha,Stelsinha da Stelsis | Faço parte do sistema Hyper da @HyperStelsis,,12,23,642,10,"Galera me apoiem na loja ou em qualquer lugar na Epic Games, isso me ajuda muito, eu agradeço a todos que me apoiarem! Code: Xiuwiu #ad 
😊💛❤️",[]
143,StelsinhaC,MADE IN CHINA,,10,12,493,10,"Galera me apoiem na loja ou em qualquer lugar na Epic Games, isso me ajuda muito, eu agradeço a todos que me apoiarem! Code: Xiuwiu #ad 
😊💛❤️",[]
144,giovanni_marcos,"Eu 💚 Xbox

Gamertag: Equilokos20",,1025,174,3732,2,"Últimos dias para participar do sorteio de 5 jogos Xbox One, sendo 1 deles o Assassins Creed Valhala em PT-BR

O sorteio é 100% gratuito e termina já nos próximos dias!

-&gt; https://t.co/BlVwZlFyE8 

#ad #publi #sorteio #giveaway #giveawayalert #giveaways #assassinscreedvalhalla https://t.co/wrYrNdZuR0",[]
145,Va1eriaa,Empreenderora 👸🏾,,304,278,5337,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
146,StelsisG,Fã da Stelsis só que na galáxia,,10,17,542,10,"Galera me apoiem na loja ou em qualquer lugar na Epic Games, isso me ajuda muito, eu agradeço a todos que me apoiarem! Code: Xiuwiu #ad 
😊💛❤️",[]
147,StelsisC,SOU A STELSIS COMUNISTA! TUDO NOSSO AQUI!,,17,26,570,10,"Galera me apoiem na loja ou em qualquer lugar na Epic Games, isso me ajuda muito, eu agradeço a todos que me apoiarem! Code: Xiuwiu #ad 
😊💛❤️",[]
148,LannaReis_,"Na dúvida, fique na incerteza.",Um lugar não muito distante,2611,2895,56332,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
149,ed_demigod,,,708,271,43290,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
150,ze_lima,♫ = ♥,São Paulo/Leme/SP - Brazil,392,211,14141,0,@pangarearisco Não é #Publi HAHAHAHAHA,['Publi']
151,VladimirNunesS,Vem Meteoro,"Fortaleza, Brasil",878,62,14858,2,"Últimos dias para participar do sorteio de 5 jogos Xbox One, sendo 1 deles o Assassins Creed Valhala em PT-BR

O sorteio é 100% gratuito e termina já nos próximos dias!

-&gt; https://t.co/BlVwZlFyE8 

#ad #publi #sorteio #giveaway #giveawayalert #giveaways #assassinscreedvalhalla https://t.co/wrYrNdZuR0",[]
152,vargas_tanize,Pedagogia 3/8🌻Aquariana♒19y,"Uruguaiana, Brasil",69,61,4297,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
153,0Blackpower,"relaxa a mente, se não estressa","São Paulo, Brasil",607,479,5747,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
154,Ticotar_K2,"Streamer // Usa meu code lá // Nois é ruim e o pc não ajuda .
use code: TicotarK2 #ad 
~Sucesso leva tempo~",,234,122,3493,0,PÓS PROVINHA // CHILL BB // Usa meu code: TicotarK2 #ad https://t.co/EOpvzUPorJ,['ad']
155,vianna_flavia,"No mundo desde 17 de dezembro de 1982. Bibliônoma, historiadora, professora, de esquerda, tricoteira, medievalista  e fã de chocolate.",Rio de Janeiro,615,304,11087,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
156,_Aelin__,"Leio e assisto compulsivamente, mas também estudo e milito👊🌈",,609,105,8099,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
157,NicolasPTF,,"Minas Gerais, Brasil",199,177,375,1,"Pra quem quer remover o inputlag do controle, segue o link do vídeo do barbudo play onde ele mostra como faz.

Me Apoia na loja em, fiz a boa 

Code KAZAMA #ad 

Link : https://t.co/4GMQH5Y2vH",[]
158,rehsistir,"A hundred mothafuckas can't tell me nothin 

Sagittarius bitch ♐ 

Multifandom/Fan account",Brasil,300,366,709,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
159,perdidooo__,,,389,31,192,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
160,safiraalmeidaa,sei lá,"Salvador, Brasil",738,630,19882,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
161,Koepsel,fazer mais sentido me faria menos mal.     ela/dela,"Curitiba, PR",184,172,21280,1,"Digitalmente influenciado pela @Koepsel 
@VejaLimpeza, contratem ela pra #publi https://t.co/NHlHZUwWot",['publi']
162,YasQuintanilha_,•✝️•🇭🇺•✊🏾•,,256,310,8854,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
163,EditoraNewOrder,"Editora especializada em Rpg,Comix,Card Game e Jogo de tabuleiro. Sua aventura tem início aqui. Dúvidas no e-mail: neworder@newordereditora.com.br","Rio de Janeiro, Brasil",1087,3827,2188,4,"Chegou a hora de falar de #Pugmire o novo RPG com CACHORROS AVENTUREIROS da @EditoraNewOrder  ! Exatamente!

E é INCRÍVEL!!!!

Chegae para mais um #FormaCastPodBall com eu e @DragaodoEspaco 

https://t.co/m8jnrvHWNP
https://t.co/qR2i53GWMj

#Patrocinado #ad https://t.co/5u08THgtZy",['Pugmire']
164,mkulenkampff77,,São Paulo,113,53,1333,2,"Quatro agências serão responsáveis pela conta de publicidade do Governo de São Paulo, cuja verba prevista é de R$ 100 milhões nos próximos seis meses. O contrato é válido por cinco anos. #Publicidade https://t.co/kyfHG5mVnb",[]
165,agencia_flynow,"Somos uma Agência de Marketing para Empresas, com serviços eficazes movidos a criatividade e agilidade nos resultados, vindos do ambiente digital. 🌎
link👇🏼",Belo Horizonte - MG,0,0,55,0,"🙌Conteúdo de valor, sempre é importante em nossa jornada como empreendedor. Que precisa expandir e aumentar ainda mais à visibilidade da sua marca. 

O link de acesso está em nossa BIO! 😌

#marketing #marketingdigital #empreender #empresa #empresas #negocios #conteudodevalor https://t.co/giggULHgJ8","['marketing', 'marketingdigital', 'empreender', 'empresa', 'empresas', 'negocios', 'conteudodevalor']"
166,CapvaraSaiyajin,"/ pronome: ela, dela mas pode usar qualquer pronome eu TB gosto de ser chamado no masculino  / pansexual",,1867,321,5558,271,"HORA DA MUDANÇA: O QUE COMPRAR PARA MORAR SOZINHA?

Hoje é o dia pra você saber quanto custa morar sozinha e como economizar também!

Segue a thread 👇🏼  #publi",[]
